protocol " srcip" " dstip" " sport" " dport" " min_data_ip" " q1_data_ip" " med_data_ip" mean_data_ip q3_data_ip " max_data_ip" var_data_ip " min_data_wire" " q1_data_wire" " med_data_wire" mean_data_wire q3_data_wire " max_data_wire" var_data_wire min_data_control q1_data_control med_data_control mean_data_control q3_data_control max_data_control var_data_control total_packets ack_pkts_sent pure_acks_sent actual_data_bytes pushed_data_pkts SYN_pkts_sent FIN_pkts_sent urgent_data_pkts max_win_adv min_win_adv zero_win_adv avg_win_adv
tcp 10.0.3.15 106.39.171.84 57514 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 57514 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42806 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 42806 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 52939 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 52939 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 51606 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 51606 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 50463 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 50463 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 38961 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 38961 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42272 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 42272 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 47779 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 47779 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42688 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 42688 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 43551 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 43551 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 41290 80 40 40 40 54 40 277 2989 58 58 58 72 58 295 2989 5 5 5 5 5 5 0 1722 1721 1620 101 100 1 1 0 65320 14600 0 64729
tcp 150.138.120.1 10.0.3.15 80 41290 40 60 1460 812 60 1460 469657 58 78 1478 830 78 1478 469657 5 5 5 5 5 5 0 2004 2004 101 1900 877 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 34700 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 34700 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 36285 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 20846
tcp 106.39.171.84 10.0.3.15 443 36285 40 40 40 307 40 1460 248208 58 58 58 325 58 1478 248208 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 36605 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 36605 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 57204 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 57204 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 49434 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 49434 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 54548 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 20846
tcp 106.39.171.84 10.0.3.15 443 54548 40 40 40 307 40 1460 248208 58 58 58 325 58 1478 248208 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 46417 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 46417 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42154 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 42154 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 57130 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 57130 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 39665 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 39665 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 39208 80 40 40 40 48 40 274 1767 58 58 58 66 58 292 1767 5 5 5 5 5 5 0 30 29 27 2 1 1 1 0 59640 14600 0 36487
tcp 10.0.3.15 58.83.230.158 47945 443 40 40 60 136 40 429 22618 58 58 78 154 58 447 22618 5 5 5 5 5 5 0 9 7 2 5 4 1 0 0 16616 0 1 13740
tcp 58.83.230.158 10.0.3.15 443 47945 40 40 40 90 40 349 9339 58 58 58 108 58 367 9339 5 5 5 5 5 5 0 10 10 4 3 3 1 1 0 65535 0 1 58982
tcp 150.138.120.1 10.0.3.15 80 39208 40 60 1058 781 60 1460 472614 58 78 1076 799 78 1478 472614 5 5 5 5 5 5 0 30 30 2 26 11 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 58763 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 58763 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 58.83.230.158 39880 443 40 40 60 134 40 413 21602 58 58 78 152 58 431 21602 5 5 5 5 5 5 0 9 7 2 5 4 1 0 0 16616 0 1 13740
tcp 10.0.3.15 106.39.169.231 54343 80 40 40 40 189 60 1500 173915 58 40 58 207 78 1518 173915 5 5 5 5 5 5 0 11 10 7 3 1 1 1 0 19880 14600 0 17444
tcp 106.39.169.231 10.0.3.15 80 54343 40 40 52 336 40 1460 316323 58 58 70 354 58 1478 316323 5 5 5 5 5 5 0 10 10 3 5 3 1 1 0 65535 65535 0 65535
tcp 58.83.230.158 10.0.3.15 443 39880 40 40 40 95 40 386 12615 58 58 58 113 58 404 12615 5 5 5 5 5 5 0 9 9 4 2 2 1 1 0 65535 0 1 58253
tcp 10.0.3.15 106.39.171.84 34809 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 34809 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 33824 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 33824 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 45246 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 45246 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 37397 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 37397 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 33366 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 33366 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 47837 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 47837 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 58022 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 58022 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 32975 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 32975 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 60350 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 60350 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56110 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 56110 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42716 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 42716 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 55065 80 40 40 40 53 40 277 2927 58 40 58 71 58 295 2927 5 5 5 5 5 5 0 1647 1646 1552 95 94 1 0 0 65320 14600 0 64752
tcp 150.138.120.1 10.0.3.15 80 55065 40 60 1460 813 60 1460 470235 58 78 1478 831 78 1478 470235 5 5 5 5 5 5 0 1945 1945 94 1848 851 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 58157 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 58157 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 1 1 1 1 2 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 41989 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 21065
tcp 106.39.171.84 10.0.3.15 443 41989 40 40 40 307 40 1460 246588 58 58 58 325 58 1478 246588 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56886 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 56886 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 50602 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 50602 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 56267 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 56267 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 40485 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 40485 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.10 36493 53 64 64 64 64 64 64 0 82 64 82 82 82 82 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 10.0.3.15 202.113.16.10 30164 53 63 63 63 63 63 63 0 81 63 81 81 81 81 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 30164 526 526 526 526 526 526 0 544 526 544 544 544 544 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 36493 527 527 527 527 527 527 0 545 527 545 545 545 545 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 220.248.230.134 47738 80 40 55 50 144 55 436 28488 58 73 68 162 73 454 28488 5 5 5 5 5 5 0 4 3 1 2 1 1 1 0 14600 14600 0 14600
tcp 10.0.3.15 220.248.230.134 52909 80 40 40 40 217 40 907 118947 58 58 58 235 58 925 118947 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 220.248.230.134 10.0.3.15 80 52909 40 40 40 41 40 44 3 58 58 58 59 58 62 3 5 5 5 5 5 5 0 4 4 2 0 0 1 1 0 65535 65535 0 65535
tcp 220.248.230.134 10.0.3.15 80 47738 40 40 40 41 40 44 3 58 58 58 59 58 62 3 5 5 5 5 5 5 0 4 4 2 0 0 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 42991 443 40 40 40 199 40 1500 150325 58 58 58 217 58 1518 150325 5 5 5 5 5 5 0 13 12 6 6 4 1 1 0 25560 14600 0 20409
tcp 106.39.171.84 10.0.3.15 443 42991 40 40 44 327 40 1460 259592 58 58 62 345 58 1478 259592 5 5 5 5 5 5 0 13 13 5 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 123.151.79.59 55318 80 40 40 40 233 40 1178 178658 58 58 58 251 58 1196 178658 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 15544 14600 0 15072
tcp 123.151.79.59 10.0.3.15 80 55318 40 40 40 79 40 230 5718 58 58 58 97 58 248 5718 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 33893 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 33893 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 50186 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 50186 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 59885 80 40 40 40 55 40 277 3173 58 40 58 73 58 295 3173 5 5 5 5 5 5 0 1095 1094 1026 69 68 1 0 0 65320 14600 0 64559
tcp 150.138.120.1 10.0.3.15 80 59885 40 60 1460 824 60 1460 466600 58 78 1478 842 78 1478 466600 5 5 5 5 5 5 0 1240 1240 68 1170 528 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.231 52171 80 40 40 40 190 40 1500 178205 58 58 58 208 58 1518 178205 5 5 5 5 5 5 0 45 44 36 9 4 1 0 0 65320 14600 0 38533
tcp 10.0.3.15 106.39.171.84 40981 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.169.231 10.0.3.15 80 52171 40 60 100 702 60 1460 465270 58 78 118 720 78 1478 465270 5 5 5 5 5 5 0 50 50 8 40 19 1 1 0 65535 65535 0 65535
tcp 106.39.171.84 10.0.3.15 443 40981 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
udp 10.0.3.15 202.113.16.10 61551 53 59 59 59 59 59 59 0 77 59 77 77 77 77 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
udp 202.113.16.10 10.0.3.15 53 61551 260 260 260 260 260 260 0 278 260 278 278 278 278 0 5 5 5 5 5 5 0 1 0 0 0 0 0 0 0 - - - -
tcp 10.0.3.15 36.110.181.178 58148 443 40 40 40 112 40 381 15486 58 58 58 130 58 399 15486 5 5 5 5 5 5 0 13 12 7 5 4 1 1 0 28400 14600 0 21065
tcp 36.110.181.178 10.0.3.15 443 58148 40 40 52 320 40 1460 241978 58 58 70 338 58 1478 241978 5 5 5 5 5 5 0 14 14 4 7 5 1 2 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 37579 443 40 40 40 68 40 158 2103 58 58 58 86 58 176 2103 5 5 5 5 5 5 0 5 4 2 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 37579 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 2 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 38845 443 40 40 60 327 40 1500 243585 58 58 78 345 58 1518 243585 5 5 5 5 5 5 0 13 12 5 7 5 1 1 0 25560 14600 0 20846
tcp 106.39.171.84 10.0.3.15 443 38845 40 40 40 307 40 1460 248208 58 58 58 325 58 1478 248208 5 5 5 5 5 5 0 14 14 7 5 3 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 36.110.181.178 37057 443 40 40 40 112 40 381 15486 58 58 58 130 58 399 15486 5 5 5 5 5 5 0 13 12 7 5 4 1 1 0 28400 14600 0 21938
tcp 36.110.181.178 10.0.3.15 443 37057 40 40 44 342 40 1460 254152 58 58 62 360 58 1478 254152 5 5 5 5 5 5 0 13 13 3 6 4 1 3 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 55539 443 40 49 58 58 49 77 342 58 67 76 76 67 95 342 5 5 5 5 5 5 0 2 2 0 1 1 0 0 0 28400 28400 0 28400
tcp 10.0.3.15 123.151.79.102 53106 443 40 49 58 58 49 77 342 58 67 76 76 67 95 342 5 5 5 5 5 5 0 2 2 0 1 1 0 0 0 27520 27520 0 27520
tcp 106.39.171.84 10.0.3.15 443 55539 40 40 40 40 40 40 0 58 58 58 58 58 58 0 5 5 5 5 5 5 0 2 0 0 0 0 0 0 0 0 0 2 0
tcp 123.151.79.102 10.0.3.15 443 53106 40 40 40 40 40 40 0 58 58 58 58 58 58 0 5 5 5 5 5 5 0 2 0 0 0 0 0 0 0 0 0 2 0
tcp 10.0.3.15 36.110.181.178 46577 443 40 40 40 107 40 381 14722 58 58 58 125 58 399 14722 5 5 5 5 5 5 0 14 10 5 5 4 1 1 0 28400 0 3 16111
tcp 36.110.181.178 10.0.3.15 443 46577 40 40 44 304 290 1460 230954 58 40 62 322 308 1478 230954 5 5 5 5 5 5 0 15 15 5 7 5 1 0 0 65535 0 2 56797
tcp 10.0.3.15 123.151.72.124 48336 443 40 49 58 58 49 77 342 58 67 76 76 67 95 342 5 5 5 5 5 5 0 2 2 0 1 1 0 0 0 28400 28400 0 28400
tcp 10.0.3.15 106.39.171.84 46946 443 40 49 58 58 49 77 342 58 67 76 76 67 95 342 5 5 5 5 5 5 0 2 2 0 1 1 0 0 0 28400 28400 0 28400
tcp 123.151.72.124 10.0.3.15 443 48336 40 40 40 40 40 40 0 58 58 58 58 58 58 0 5 5 5 5 5 5 0 2 0 0 0 0 0 0 0 0 0 2 0
tcp 106.39.171.84 10.0.3.15 443 46946 40 40 40 40 40 40 0 58 58 58 58 58 58 0 5 5 5 5 5 5 0 2 0 0 0 0 0 0 0 0 0 2 0
tcp 10.0.3.15 106.39.171.84 32831 443 40 40 40 63 40 158 1858 58 58 58 81 58 176 1858 5 5 5 5 5 5 0 6 5 3 2 1 1 1 0 14600 14600 0 14600
tcp 106.39.171.84 10.0.3.15 443 32831 40 40 40 42 40 47 8 58 58 58 60 58 65 8 5 5 5 5 5 5 0 5 5 1 1 1 1 2 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 40053 443 40 40 50 307 40 1500 231667 58 58 68 325 58 1518 231667 5 5 5 5 5 5 0 14 13 6 7 5 1 1 0 25560 14600 0 20777
tcp 106.39.171.84 10.0.3.15 443 40053 40 40 40 289 306 1460 234529 58 40 58 307 324 1478 234529 5 5 5 5 5 5 0 15 15 7 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.171.84 34645 443 40 40 40 199 40 1500 150325 58 58 58 217 58 1518 150325 5 5 5 5 5 5 0 13 12 6 6 4 1 1 0 25560 14600 0 20409
tcp 106.39.171.84 10.0.3.15 443 34645 40 40 44 327 40 1460 259592 58 58 62 345 58 1478 259592 5 5 5 5 5 5 0 13 13 5 6 4 1 0 0 65535 65535 0 65535
tcp 10.0.3.15 106.39.169.66 38783 80 40 40 50 343 40 1500 282565 58 58 68 361 58 1518 282565 5 5 5 5 5 5 0 6 5 2 3 1 1 1 0 14600 14600 0 14600
tcp 10.0.3.15 106.39.169.66 43991 80 40 40 50 343 40 1500 282565 58 58 68 361 58 1518 282565 5 5 5 5 5 5 0 6 5 2 3 1 1 1 0 14600 14600 0 14600
tcp 106.39.169.66 10.0.3.15 80 43991 40 40 40 62 40 167 2214 58 58 58 80 58 185 2214 5 5 5 5 5 5 0 6 6 3 1 1 1 1 0 65535 65535 0 65535
tcp 106.39.169.66 10.0.3.15 80 38783 40 40 40 62 40 167 2214 58 58 58 80 58 185 2214 5 5 5 5 5 5 0 6 6 3 1 1 1 1 0 65535 65535 0 65535
tcp 10.0.3.15 150.138.120.1 50403 80 40 40 40 51 40 274 2276 58 40 58 69 58 292 2276 5 5 5 5 5 5 0 23 22 20 2 1 1 1 0 45440 14600 0 31663
tcp 10.0.3.15 106.39.169.66 60874 80 40 40 50 343 40 1500 282565 58 58 68 361 58 1518 282565 5 5 5 5 5 5 0 6 5 2 3 1 1 1 0 14600 14600 0 14600
