,0
0,----------------------------------------------------------------------------------------------------
protocol " srcip" " dstip" " sport" " dport"
tcp 10.0.3.15 106.39.169.231 51812 443
tcp 10.0.3.15 36.110.181.226 39748 443
tcp 150.138.120.1 10.0.3.15 80 33097
tcp 106.39.171.84 10.0.3.15 443 43288
tcp 106.39.169.231 10.0.3.15 80 47926
tcp 150.138.120.1 10.0.3.15 80 46471
tcp 36.110.181.226 10.0.3.15 443 39748
tcp 106.39.169.231 10.0.3.15 443 51812
tcp 106.39.169.231 10.0.3.15 443 51811
tcp 10.0.3.15 106.39.171.84 38321 443
tcp 106.39.171.84 10.0.3.15 443 38321
udp 10.0.3.15 202.113.16.10 19391 53
udp 202.113.16.10 10.0.3.15 53 19391
tcp 10.0.3.15 106.39.169.231 51813 443
tcp 10.0.3.15 106.39.169.231 51814 443
tcp 106.39.169.231 10.0.3.15 443 51813
udp 10.0.3.15 202.113.16.10 3637 53
tcp 106.39.169.231 10.0.3.15 443 51814
udp 202.113.16.10 10.0.3.15 53 3637
tcp 10.0.3.15 106.39.169.150 42640 80
tcp 106.39.169.150 10.0.3.15 80 42640
udp 10.0.3.15 202.113.16.10 53547 53
tcp 10.0.3.15 150.138.120.1 51362 443
tcp 10.0.3.15 150.138.120.1 51363 443
tcp 10.0.3.15 150.138.120.1 51364 443
udp 10.0.3.15 202.113.16.10 1470 53
tcp 10.0.3.15 150.138.120.1 51365 443
udp 10.0.3.15 202.113.16.10 39573 53
udp 202.113.16.10 10.0.3.15 53 53547
udp 202.113.16.10 10.0.3.15 53 1470
tcp 10.0.3.15 150.138.120.1 51366 443
tcp 10.0.3.15 150.138.120.1 51367 443
tcp 150.138.120.1 10.0.3.15 443 51364
tcp 150.138.120.1 10.0.3.15 443 51363
tcp 150.138.120.1 10.0.3.15 443 51362
tcp 10.0.3.15 150.138.120.1 51368 443
tcp 10.0.3.15 150.138.120.1 51369 443
udp 202.113.16.10 10.0.3.15 53 39573
tcp 10.0.3.15 150.138.120.1 51370 443
tcp 150.138.120.1 10.0.3.15 443 51365
tcp 150.138.120.1 10.0.3.15 443 51366
tcp 150.138.120.1 10.0.3.15 443 51367
tcp 150.138.120.1 10.0.3.15 443 51368
tcp 150.138.120.1 10.0.3.15 443 51369
tcp 10.0.3.15 150.138.120.1 51371 443
tcp 150.138.120.1 10.0.3.15 443 51370
tcp 10.0.3.15 150.138.120.1 48313 80
tcp 150.138.120.1 10.0.3.15 80 48313
tcp 150.138.120.1 10.0.3.15 443 51371
tcp 10.0.3.15 150.138.120.1 51372 443
tcp 10.0.3.15 150.138.120.1 51373 443
tcp 10.0.3.15 106.39.171.84 37983 443
tcp 10.0.3.15 150.138.120.1 51374 443
tcp 106.39.171.84 10.0.3.15 443 37983
tcp 150.138.120.1 10.0.3.15 443 51373
tcp 150.138.120.1 10.0.3.15 443 51372
tcp 10.0.3.15 106.39.171.84 52729 443
udp 10.0.3.15 202.113.16.10 57149 53
tcp 150.138.120.1 10.0.3.15 443 51374
udp 202.113.16.10 10.0.3.15 53 57149
tcp 106.39.171.84 10.0.3.15 443 52729
tcp 10.0.3.15 106.39.169.231 51828 443
tcp 10.0.3.15 106.39.169.231 51829 443
udp 10.0.3.15 202.113.16.10 3779 53
tcp 106.39.169.231 10.0.3.15 443 51828
tcp 106.39.169.231 10.0.3.15 443 51829
udp 10.0.3.15 202.113.16.10 64091 53
tcp 10.0.3.15 106.39.171.84 33405 443
tcp 10.0.3.15 106.39.169.231 51830 443
udp 202.113.16.10 10.0.3.15 53 3779
tcp 10.0.3.15 36.110.181.158 41483 443
tcp 10.0.3.15 36.110.181.158 41484 443
tcp 10.0.3.15 36.110.181.158 41485 443
tcp 10.0.3.15 106.39.169.231 51834 443
udp 202.113.16.10 10.0.3.15 53 64091
tcp 10.0.3.15 123.151.79.59 51516 80
tcp 10.0.3.15 123.151.79.59 48348 80
tcp 10.0.3.15 106.39.171.84 59021 443
tcp 106.39.171.84 10.0.3.15 443 59021
tcp 106.39.171.84 10.0.3.15 443 33405
tcp 123.151.79.59 10.0.3.15 80 51516
tcp 123.151.79.59 10.0.3.15 80 48348
tcp 106.39.169.231 10.0.3.15 443 51830
tcp 36.110.181.158 10.0.3.15 443 41484
tcp 36.110.181.158 10.0.3.15 443 41483
tcp 36.110.181.158 10.0.3.15 443 41485
tcp 10.0.3.15 36.110.181.226 42872 443
tcp 106.39.169.231 10.0.3.15 443 51834
tcp 36.110.181.226 10.0.3.15 443 42872
tcp 106.39.171.84 10.0.3.15 443 36753
tcp 10.0.3.15 106.39.171.84 36753 443
tcp 106.39.171.84 10.0.3.15 443 49596
tcp 10.0.3.15 106.39.171.84 49596 443
tcp 10.0.3.15 106.39.171.84 41838 443
tcp 106.39.171.84 10.0.3.15 443 41838
tcp 10.0.3.15 106.39.171.84 56876 443
tcp 106.39.171.84 10.0.3.15 443 56876
tcp 10.0.3.15 106.39.171.84 54910 443
tcp 106.39.171.84 10.0.3.15 443 54910
tcp 10.0.3.15 36.110.181.226 42551 443
tcp 36.110.181.226 10.0.3.15 443 42551
tcp 10.0.3.15 150.138.120.1 48622 80
tcp 150.138.120.1 10.0.3.15 80 48622
tcp 10.0.3.15 150.138.120.1 54953 80
tcp 150.138.120.1 10.0.3.15 80 54953
tcp 10.0.3.15 106.39.171.84 53654 443
tcp 106.39.171.84 10.0.3.15 443 53654
tcp 10.0.3.15 106.39.171.84 34568 443
tcp 106.39.171.84 10.0.3.15 443 34568
tcp 10.0.3.15 106.39.171.84 42968 443
tcp 106.39.171.84 10.0.3.15 443 42968
tcp 10.0.3.15 150.138.120.1 46754 80
tcp 150.138.120.1 10.0.3.15 80 46754
tcp 10.0.3.15 36.110.181.226 47252 443
tcp 36.110.181.226 10.0.3.15 443 47252
tcp 10.0.3.15 106.39.171.84 38606 443
tcp 106.39.171.84 10.0.3.15 443 38606
tcp 10.0.3.15 106.39.169.231 46567 80
tcp 106.39.169.231 10.0.3.15 80 46567
tcp 10.0.3.15 106.39.171.84 55943 443
tcp 106.39.171.84 10.0.3.15 443 55943
tcp 10.0.3.15 36.110.181.226 60339 443
tcp 36.110.181.226 10.0.3.15 443 60339
tcp 10.0.3.15 106.39.171.84 60982 443
tcp 106.39.171.84 10.0.3.15 443 60982
tcp 10.0.3.15 106.39.171.84 56335 443
tcp 106.39.171.84 10.0.3.15 443 56335
tcp 10.0.3.15 106.39.171.84 41771 443
tcp 106.39.171.84 10.0.3.15 443 41771
tcp 10.0.3.15 106.39.171.84 37531 443
tcp 106.39.171.84 10.0.3.15 443 37531
tcp 10.0.3.15 106.39.171.84 45901 443
tcp 106.39.171.84 10.0.3.15 443 45901
tcp 10.0.3.15 36.110.181.102 55915 2002
tcp 36.110.181.102 10.0.3.15 2002 55915
udp 10.0.3.15 202.113.16.10 26246 53
tcp 10.0.3.15 58.83.230.158 60297 443
tcp 10.0.3.15 150.138.120.1 57948 80
tcp 10.0.3.15 150.138.120.1 46775 80
tcp 10.0.3.15 58.83.230.158 48718 443
udp 202.113.16.10 10.0.3.15 53 26246
tcp 10.0.3.15 150.138.120.1 43083 80
tcp 58.83.230.158 10.0.3.15 443 60297
tcp 58.83.230.158 10.0.3.15 443 48718
tcp 150.138.120.1 10.0.3.15 80 57948
tcp 150.138.120.1 10.0.3.15 80 46775
tcp 150.138.120.1 10.0.3.15 80 43083
tcp 10.0.3.15 150.138.120.1 44741 80
tcp 10.0.3.15 150.138.120.1 59592 80
tcp 150.138.120.1 10.0.3.15 80 44741
tcp 150.138.120.1 10.0.3.15 80 59592
tcp 10.0.3.15 106.39.169.231 55615 80
tcp 10.0.3.15 58.83.230.158 50299 443
tcp 106.39.169.231 10.0.3.15 80 55615
tcp 58.83.230.158 10.0.3.15 443 50299
tcp 10.0.3.15 150.138.120.1 34243 80
tcp 150.138.120.1 10.0.3.15 80 34243
tcp 10.0.3.15 106.39.171.84 58198 443
tcp 106.39.171.84 10.0.3.15 443 58198
tcp 10.0.3.15 106.39.171.84 36686 443
tcp 106.39.171.84 10.0.3.15 443 36686
tcp 10.0.3.15 106.39.171.84 57246 443
tcp 106.39.171.84 10.0.3.15 443 57246
tcp 10.0.3.15 106.39.171.84 43694 443
tcp 106.39.171.84 10.0.3.15 443 43694
tcp 10.0.3.15 106.39.171.84 46415 443
tcp 106.39.171.84 10.0.3.15 443 46415
tcp 10.0.3.15 106.39.171.84 43294 443
tcp 106.39.171.84 10.0.3.15 443 43294
tcp 10.0.3.15 106.39.171.84 56977 443
tcp 106.39.171.84 10.0.3.15 443 56977
tcp 10.0.3.15 106.39.171.84 54562 443
tcp 106.39.171.84 10.0.3.15 443 54562
udp 10.0.3.15 202.113.16.10 18377 53
udp 202.113.16.10 10.0.3.15 53 18377
tcp 10.0.3.15 106.39.169.231 50115 443
tcp 106.39.169.231 10.0.3.15 443 50115
tcp 10.0.3.15 43.231.145.64 39264 5227
tcp 43.231.145.64 10.0.3.15 5227 39264
tcp 10.0.3.15 106.39.169.231 35219 443
tcp 106.39.169.231 10.0.3.15 443 35219
tcp 10.0.3.15 106.39.171.84 58489 443
tcp 106.39.171.84 10.0.3.15 443 58489
tcp 10.0.3.15 58.83.230.158 41764 443
tcp 10.0.3.15 106.39.169.231 60762 80
tcp 106.39.169.231 10.0.3.15 80 60762
tcp 58.83.230.158 10.0.3.15 443 41764
tcp 10.0.3.15 58.83.230.158 36245 443
tcp 10.0.3.15 150.138.120.1 52676 80
tcp 10.0.3.15 150.138.120.1 52444 80
tcp 58.83.230.158 10.0.3.15 443 36245
tcp 150.138.120.1 10.0.3.15 80 52676
tcp 150.138.120.1 10.0.3.15 80 52444
tcp 10.0.3.15 106.39.171.84 44884 443
tcp 106.39.171.84 10.0.3.15 443 44884
tcp 10.0.3.15 150.138.120.1 46948 80
tcp 150.138.120.1 10.0.3.15 80 46948
tcp 10.0.3.15 106.39.171.84 56911 443
tcp 106.39.171.84 10.0.3.15 443 56911
tcp 10.0.3.15 150.138.120.1 32885 80
tcp 10.0.3.15 150.138.120.1 49576 80
tcp 10.0.3.15 150.138.120.1 49758 80
tcp 150.138.120.1 10.0.3.15 80 49576
tcp 150.138.120.1 10.0.3.15 80 49758
tcp 150.138.120.1 10.0.3.15 80 32885
tcp 10.0.3.15 106.39.169.231 51760 80
tcp 106.39.169.231 10.0.3.15 80 51760
tcp 10.0.3.15 150.138.120.1 52644 80
tcp 150.138.120.1 10.0.3.15 80 52644
tcp 10.0.3.15 106.39.171.84 59875 443
tcp 106.39.171.84 10.0.3.15 443 59875
tcp 10.0.3.15 106.39.169.231 37896 443
tcp 106.39.169.231 10.0.3.15 443 37896
tcp 10.0.3.15 106.39.171.84 39133 443
tcp 10.0.3.15 106.39.171.84 41953 443
tcp 106.39.171.84 10.0.3.15 443 39133
tcp 106.39.171.84 10.0.3.15 443 41953
tcp 10.0.3.15 106.39.171.84 44663 443
tcp 106.39.171.84 10.0.3.15 443 44663
tcp 10.0.3.15 123.151.79.59 59677 80
tcp 123.151.79.59 10.0.3.15 80 59677
tcp 10.0.3.15 123.151.79.59 35480 80
tcp 123.151.79.59 10.0.3.15 80 35480
tcp 10.0.3.15 106.39.169.231 51836 443
tcp 106.39.169.231 10.0.3.15 443 51836
tcp 10.0.3.15 106.39.171.84 37394 443
tcp 106.39.171.84 10.0.3.15 443 37394
tcp 10.0.3.15 36.110.181.226 51184 443
tcp 36.110.181.226 10.0.3.15 443 51184
tcp 10.0.3.15 106.39.169.231 51837 443
tcp 106.39.169.231 10.0.3.15 443 51837
tcp 10.0.3.15 150.138.120.1 54989 80
tcp 10.0.3.15 106.39.169.231 51838 443
tcp 150.138.120.1 10.0.3.15 80 54989
tcp 106.39.169.231 10.0.3.15 443 51838
tcp 10.0.3.15 106.39.171.84 41736 443
tcp 106.39.171.84 10.0.3.15 443 41736
tcp 10.0.3.15 106.39.169.231 48436 443
tcp 106.39.169.231 10.0.3.15 443 48436
udp 10.0.3.15 202.113.16.10 1465 53
udp 202.113.16.10 10.0.3.15 53 1465
tcp 10.0.3.15 106.39.169.66 59306 80
tcp 106.39.169.66 10.0.3.15 80 59306
tcp 10.0.3.15 58.83.230.158 39226 443
tcp 10.0.3.15 150.138.120.1 47482 80
tcp 10.0.3.15 150.138.120.1 35584 80
tcp 58.83.230.158 10.0.3.15 443 39226
tcp 150.138.120.1 10.0.3.15 80 47482
tcp 150.138.120.1 10.0.3.15 80 35584
tcp 10.0.3.15 106.39.169.66 55658 80
tcp 106.39.169.66 10.0.3.15 80 55658
udp 10.0.3.15 202.113.16.20 57048 53
udp 202.113.16.20 10.0.3.15 53 57048
tcp 10.0.3.15 150.138.120.1 48972 80
tcp 10.0.3.15 150.138.120.1 55968 80
tcp 150.138.120.1 10.0.3.15 80 48972
tcp 150.138.120.1 10.0.3.15 80 55968
tcp 10.0.3.15 106.39.171.84 50676 443
tcp 106.39.171.84 10.0.3.15 443 50676
tcp 10.0.3.15 58.83.230.158 50736 443
tcp 58.83.230.158 10.0.3.15 443 50736
tcp 10.0.3.15 106.39.171.84 36261 443
tcp 106.39.171.84 10.0.3.15 443 36261
tcp 10.0.3.15 106.39.171.84 53452 443
tcp 106.39.171.84 10.0.3.15 443 53452
tcp 10.0.3.15 106.39.171.84 51501 443
tcp 106.39.171.84 10.0.3.15 443 51501
tcp 10.0.3.15 106.39.171.84 40214 443
tcp 106.39.171.84 10.0.3.15 443 40214
tcp 10.0.3.15 106.39.171.84 38592 443
tcp 106.39.171.84 10.0.3.15 443 38592
tcp 10.0.3.15 106.39.171.84 56080 443
tcp 106.39.171.84 10.0.3.15 443 56080
tcp 10.0.3.15 106.39.171.84 44293 443
tcp 106.39.171.84 10.0.3.15 443 44293
tcp 10.0.3.15 106.39.171.84 40200 443
tcp 106.39.171.84 10.0.3.15 443 40200
udp 10.0.3.15 202.113.16.10 12134 53
udp 202.113.16.10 10.0.3.15 53 12134
udp 10.0.3.15 202.113.16.10 27950 53
udp 202.113.16.10 10.0.3.15 53 27950
tcp 10.0.3.15 42.81.153.5 47683 443
tcp 42.81.153.5 10.0.3.15 443 47683
tcp 10.0.3.15 42.81.153.5 47684 443
tcp 42.81.153.5 10.0.3.15 443 47684
tcp 10.0.3.15 106.39.171.84 43021 443
tcp 106.39.171.84 10.0.3.15 443 43021
tcp 10.0.3.15 42.81.153.5 47685 443
tcp 42.81.153.5 10.0.3.15 443 47685
tcp 10.0.3.15 42.81.153.5 47686 443
tcp 42.81.153.5 10.0.3.15 443 47686
tcp 10.0.3.15 106.39.171.84 41545 443
tcp 106.39.171.84 10.0.3.15 443 41545
tcp 10.0.3.15 150.138.120.1 46856 80
tcp 10.0.3.15 58.83.230.158 47765 443
tcp 58.83.230.158 10.0.3.15 443 47765
tcp 150.138.120.1 10.0.3.15 80 46856
tcp 10.0.3.15 106.39.169.231 57788 80
tcp 10.0.3.15 58.83.230.158 60403 443
tcp 58.83.230.158 10.0.3.15 443 60403
tcp 106.39.169.231 10.0.3.15 80 57788
tcp 10.0.3.15 106.39.171.84 55574 443
tcp 106.39.171.84 10.0.3.15 443 55574
tcp 10.0.3.15 42.81.153.5 47687 443
tcp 42.81.153.5 10.0.3.15 443 47687
tcp 10.0.3.15 42.81.153.5 47688 443
tcp 42.81.153.5 10.0.3.15 443 47688
tcp 10.0.3.15 106.39.171.84 34558 443
tcp 106.39.171.84 10.0.3.15 443 34558
tcp 10.0.3.15 106.39.171.84 55403 443
tcp 106.39.171.84 10.0.3.15 443 55403
tcp 10.0.3.15 106.39.171.84 55431 443
tcp 106.39.171.84 10.0.3.15 443 55431
tcp 10.0.3.15 106.39.171.84 37982 443
tcp 106.39.171.84 10.0.3.15 443 37982
tcp 10.0.3.15 106.39.171.84 45784 443
tcp 106.39.171.84 10.0.3.15 443 45784
tcp 10.0.3.15 106.39.171.84 57514 443
tcp 106.39.171.84 10.0.3.15 443 57514
tcp 10.0.3.15 106.39.171.84 42806 443
tcp 106.39.171.84 10.0.3.15 443 42806
tcp 10.0.3.15 106.39.171.84 52939 443
tcp 106.39.171.84 10.0.3.15 443 52939
tcp 10.0.3.15 106.39.171.84 51606 443
tcp 106.39.171.84 10.0.3.15 443 51606
tcp 10.0.3.15 106.39.171.84 50463 443
tcp 106.39.171.84 10.0.3.15 443 50463
tcp 10.0.3.15 106.39.171.84 38961 443
tcp 106.39.171.84 10.0.3.15 443 38961
tcp 10.0.3.15 106.39.171.84 42272 443
tcp 106.39.171.84 10.0.3.15 443 42272
tcp 10.0.3.15 106.39.171.84 47779 443
tcp 106.39.171.84 10.0.3.15 443 47779
tcp 10.0.3.15 106.39.171.84 42688 443
tcp 106.39.171.84 10.0.3.15 443 42688
tcp 10.0.3.15 106.39.171.84 43551 443
tcp 106.39.171.84 10.0.3.15 443 43551
tcp 10.0.3.15 150.138.120.1 41290 80
tcp 150.138.120.1 10.0.3.15 80 41290
tcp 10.0.3.15 106.39.171.84 34700 443
tcp 106.39.171.84 10.0.3.15 443 34700
tcp 10.0.3.15 106.39.171.84 36285 443
tcp 106.39.171.84 10.0.3.15 443 36285
tcp 10.0.3.15 106.39.171.84 36605 443
tcp 106.39.171.84 10.0.3.15 443 36605
tcp 10.0.3.15 106.39.171.84 57204 443
tcp 106.39.171.84 10.0.3.15 443 57204
tcp 10.0.3.15 106.39.171.84 49434 443
tcp 106.39.171.84 10.0.3.15 443 49434
tcp 10.0.3.15 106.39.171.84 54548 443
tcp 106.39.171.84 10.0.3.15 443 54548
tcp 10.0.3.15 106.39.171.84 46417 443
tcp 106.39.171.84 10.0.3.15 443 46417
tcp 10.0.3.15 106.39.171.84 42154 443
tcp 106.39.171.84 10.0.3.15 443 42154
tcp 10.0.3.15 106.39.171.84 57130 443
tcp 106.39.171.84 10.0.3.15 443 57130
tcp 10.0.3.15 106.39.171.84 39665 443
tcp 106.39.171.84 10.0.3.15 443 39665
tcp 10.0.3.15 150.138.120.1 39208 80
tcp 10.0.3.15 58.83.230.158 47945 443
tcp 58.83.230.158 10.0.3.15 443 47945
tcp 150.138.120.1 10.0.3.15 80 39208
tcp 10.0.3.15 106.39.171.84 58763 443
tcp 106.39.171.84 10.0.3.15 443 58763
tcp 10.0.3.15 58.83.230.158 39880 443
tcp 10.0.3.15 106.39.169.231 54343 80
tcp 106.39.169.231 10.0.3.15 80 54343
tcp 58.83.230.158 10.0.3.15 443 39880
tcp 10.0.3.15 106.39.171.84 34809 443
tcp 106.39.171.84 10.0.3.15 443 34809
tcp 10.0.3.15 106.39.171.84 33824 443
tcp 106.39.171.84 10.0.3.15 443 33824
tcp 10.0.3.15 106.39.171.84 45246 443
tcp 106.39.171.84 10.0.3.15 443 45246
tcp 10.0.3.15 106.39.171.84 37397 443
tcp 106.39.171.84 10.0.3.15 443 37397
tcp 10.0.3.15 106.39.171.84 33366 443
tcp 106.39.171.84 10.0.3.15 443 33366
tcp 10.0.3.15 106.39.171.84 47837 443
tcp 106.39.171.84 10.0.3.15 443 47837
tcp 10.0.3.15 106.39.171.84 58022 443
tcp 106.39.171.84 10.0.3.15 443 58022
tcp 10.0.3.15 106.39.171.84 32975 443
tcp 106.39.171.84 10.0.3.15 443 32975
tcp 10.0.3.15 106.39.171.84 60350 443
tcp 106.39.171.84 10.0.3.15 443 60350
tcp 10.0.3.15 106.39.171.84 56110 443
tcp 106.39.171.84 10.0.3.15 443 56110
tcp 10.0.3.15 106.39.171.84 42716 443
tcp 106.39.171.84 10.0.3.15 443 42716
tcp 10.0.3.15 150.138.120.1 55065 80
tcp 150.138.120.1 10.0.3.15 80 55065
tcp 10.0.3.15 106.39.171.84 58157 443
tcp 106.39.171.84 10.0.3.15 443 58157
tcp 10.0.3.15 106.39.171.84 41989 443
tcp 106.39.171.84 10.0.3.15 443 41989
tcp 10.0.3.15 106.39.171.84 56886 443
tcp 106.39.171.84 10.0.3.15 443 56886
tcp 10.0.3.15 106.39.171.84 50602 443
tcp 106.39.171.84 10.0.3.15 443 50602
tcp 10.0.3.15 106.39.171.84 56267 443
tcp 106.39.171.84 10.0.3.15 443 56267
tcp 10.0.3.15 106.39.171.84 40485 443
tcp 106.39.171.84 10.0.3.15 443 40485
udp 10.0.3.15 202.113.16.10 36493 53
udp 10.0.3.15 202.113.16.10 30164 53
udp 202.113.16.10 10.0.3.15 53 30164
udp 202.113.16.10 10.0.3.15 53 36493
tcp 10.0.3.15 220.248.230.134 47738 80
tcp 10.0.3.15 220.248.230.134 52909 80
tcp 220.248.230.134 10.0.3.15 80 52909
tcp 220.248.230.134 10.0.3.15 80 47738
tcp 10.0.3.15 106.39.171.84 42991 443
tcp 106.39.171.84 10.0.3.15 443 42991
tcp 10.0.3.15 123.151.79.59 55318 80
tcp 123.151.79.59 10.0.3.15 80 55318
tcp 10.0.3.15 106.39.171.84 33893 443
tcp 106.39.171.84 10.0.3.15 443 33893
tcp 10.0.3.15 106.39.171.84 50186 443
tcp 106.39.171.84 10.0.3.15 443 50186
tcp 10.0.3.15 150.138.120.1 59885 80
tcp 150.138.120.1 10.0.3.15 80 59885
tcp 10.0.3.15 106.39.169.231 52171 80
tcp 10.0.3.15 106.39.171.84 40981 443
tcp 106.39.169.231 10.0.3.15 80 52171
tcp 106.39.171.84 10.0.3.15 443 40981
udp 10.0.3.15 202.113.16.10 61551 53
udp 202.113.16.10 10.0.3.15 53 61551
tcp 10.0.3.15 36.110.181.178 58148 443
tcp 36.110.181.178 10.0.3.15 443 58148
tcp 10.0.3.15 106.39.171.84 37579 443
tcp 106.39.171.84 10.0.3.15 443 37579
tcp 10.0.3.15 106.39.171.84 38845 443
tcp 106.39.171.84 10.0.3.15 443 38845
tcp 10.0.3.15 36.110.181.178 37057 443
tcp 36.110.181.178 10.0.3.15 443 37057
tcp 10.0.3.15 106.39.171.84 55539 443
tcp 10.0.3.15 123.151.79.102 53106 443
tcp 106.39.171.84 10.0.3.15 443 55539
tcp 123.151.79.102 10.0.3.15 443 53106
tcp 10.0.3.15 36.110.181.178 46577 443
tcp 36.110.181.178 10.0.3.15 443 46577
tcp 10.0.3.15 123.151.72.124 48336 443
tcp 10.0.3.15 106.39.171.84 46946 443
tcp 123.151.72.124 10.0.3.15 443 48336
tcp 106.39.171.84 10.0.3.15 443 46946
tcp 10.0.3.15 106.39.171.84 32831 443
tcp 106.39.171.84 10.0.3.15 443 32831
tcp 10.0.3.15 106.39.171.84 40053 443
tcp 106.39.171.84 10.0.3.15 443 40053
tcp 10.0.3.15 106.39.171.84 34645 443
tcp 106.39.171.84 10.0.3.15 443 34645
tcp 10.0.3.15 106.39.169.66 38783 80
tcp 10.0.3.15 106.39.169.66 43991 80
tcp 106.39.169.66 10.0.3.15 80 43991
tcp 106.39.169.66 10.0.3.15 80 38783
tcp 10.0.3.15 150.138.120.1 50403 80
tcp 10.0.3.15 106.39.169.66 60874 80
tcp 10.0.3.15 150.138.120.1 40733 80
tcp 10.0.3.15 150.138.120.1 34811 80
tcp 150.138.120.1 10.0.3.15 80 50403
tcp 106.39.169.66 10.0.3.15 80 60874
tcp 150.138.120.1 10.0.3.15 80 40733
tcp 150.138.120.1 10.0.3.15 80 34811
tcp 10.0.3.15 106.39.169.66 42837 80
tcp 10.0.3.15 58.83.230.158 47923 443
tcp 10.0.3.15 150.138.120.1 41027 80
tcp 10.0.3.15 150.138.120.1 47803 80
tcp 106.39.169.66 10.0.3.15 80 42837
tcp 58.83.230.158 10.0.3.15 443 47923
tcp 150.138.120.1 10.0.3.15 80 47803
tcp 150.138.120.1 10.0.3.15 80 41027
tcp 10.0.3.15 106.39.171.84 49820 443
tcp 106.39.171.84 10.0.3.15 443 49820
tcp 10.0.3.15 106.39.171.84 38839 443
tcp 106.39.171.84 10.0.3.15 443 38839
tcp 10.0.3.15 150.138.120.1 52406 80
tcp 10.0.3.15 150.138.120.1 58642 80
tcp 150.138.120.1 10.0.3.15 80 58642
tcp 150.138.120.1 10.0.3.15 80 52406
tcp 10.0.3.15 106.39.171.84 44185 443
tcp 106.39.171.84 10.0.3.15 443 44185
tcp 10.0.3.15 58.83.230.158 60589 443
tcp 10.0.3.15 106.39.169.231 41066 80
tcp 106.39.169.231 10.0.3.15 80 41066
tcp 58.83.230.158 10.0.3.15 443 60589
tcp 10.0.3.15 106.39.171.84 49128 443
tcp 106.39.171.84 10.0.3.15 443 49128
tcp 10.0.3.15 106.39.171.84 45096 443
tcp 106.39.171.84 10.0.3.15 443 45096
tcp 10.0.3.15 106.39.169.66 52002 80
tcp 10.0.3.15 106.39.169.66 42988 80
tcp 10.0.3.15 106.39.169.66 44664 80
tcp 106.39.169.66 10.0.3.15 80 52002
tcp 106.39.169.66 10.0.3.15 80 42988
tcp 106.39.169.66 10.0.3.15 80 44664
tcp 10.0.3.15 106.39.169.66 55556 80
tcp 106.39.169.66 10.0.3.15 80 55556
tcp 10.0.3.15 106.39.171.84 51519 443
tcp 106.39.171.84 10.0.3.15 443 51519
tcp 10.0.3.15 106.39.169.66 37486 80
tcp 106.39.169.66 10.0.3.15 80 37486
tcp 10.0.3.15 106.39.171.84 46862 443
tcp 106.39.171.84 10.0.3.15 443 46862
tcp 10.0.3.15 150.138.120.1 56924 80
tcp 10.0.3.15 58.83.230.158 49486 443
tcp 58.83.230.158 10.0.3.15 443 49486
tcp 150.138.120.1 10.0.3.15 80 56924
tcp 10.0.3.15 106.39.169.66 47277 80
tcp 10.0.3.15 106.39.169.66 51008 80
tcp 10.0.3.15 106.39.169.66 46289 80
tcp 106.39.169.66 10.0.3.15 80 47277
tcp 106.39.169.66 10.0.3.15 80 46289
tcp 106.39.169.66 10.0.3.15 80 51008
tcp 10.0.3.15 106.39.171.84 35111 443
tcp 106.39.171.84 10.0.3.15 443 35111
tcp 10.0.3.15 106.39.169.66 35673 80
tcp 106.39.169.66 10.0.3.15 80 35673
tcp 10.0.3.15 36.110.181.178 53641 443
tcp 36.110.181.178 10.0.3.15 443 53641
tcp 10.0.3.15 106.39.169.66 57197 80
tcp 10.0.3.15 106.39.169.66 37061 80
tcp 10.0.3.15 106.39.169.66 42724 80
tcp 106.39.169.66 10.0.3.15 80 57197
tcp 106.39.169.66 10.0.3.15 80 37061
tcp 106.39.169.66 10.0.3.15 80 42724
tcp 10.0.3.15 106.39.171.84 57068 443
tcp 106.39.171.84 10.0.3.15 443 57068
tcp 10.0.3.15 106.39.169.66 54421 80
tcp 106.39.169.66 10.0.3.15 80 54421
tcp 10.0.3.15 106.39.171.84 42342 443
tcp 106.39.171.84 10.0.3.15 443 42342
tcp 10.0.3.15 106.39.169.66 46975 80
tcp 10.0.3.15 106.39.169.66 54923 80
tcp 10.0.3.15 106.39.169.66 42086 80
tcp 106.39.169.66 10.0.3.15 80 54923
tcp 106.39.169.66 10.0.3.15 80 46975
tcp 106.39.169.66 10.0.3.15 80 42086
tcp 10.0.3.15 106.39.171.84 52907 443
tcp 106.39.171.84 10.0.3.15 443 52907
tcp 10.0.3.15 106.39.169.66 36928 80
tcp 106.39.169.66 10.0.3.15 80 36928
tcp 10.0.3.15 106.39.171.84 57496 443
tcp 106.39.171.84 10.0.3.15 443 57496
tcp 10.0.3.15 106.39.169.66 53401 80
tcp 10.0.3.15 106.39.169.66 41220 80
tcp 106.39.169.66 10.0.3.15 80 41220
tcp 106.39.169.66 10.0.3.15 80 53401
tcp 10.0.3.15 106.39.169.66 55858 80
tcp 106.39.169.66 10.0.3.15 80 55858
tcp 10.0.3.15 106.39.171.84 33679 443
tcp 106.39.171.84 10.0.3.15 443 33679
tcp 10.0.3.15 106.39.169.66 36230 80
tcp 106.39.169.66 10.0.3.15 80 36230
tcp 10.0.3.15 106.39.171.84 41721 443
tcp 106.39.171.84 10.0.3.15 443 41721
tcp 10.0.3.15 106.39.169.66 37405 80
tcp 10.0.3.15 106.39.169.66 34963 80
