,0
0,----------------------------------------------------------------------------------------------------
protocol " srcip" " dstip" " sport" " dport"
tcp 111.32.143.148 10.0.3.15 443 47341
tcp 119.29.29.29 10.0.3.15 80 59337
tcp 111.32.143.149 10.0.3.15 443 38812
tcp 10.0.3.15 116.136.134.80 53189 443
tcp 10.0.3.15 116.136.134.80 34415 443
tcp 116.136.134.80 10.0.3.15 443 53189
tcp 10.0.3.15 116.136.134.80 49487 443
tcp 116.136.134.80 10.0.3.15 443 34415
tcp 116.136.134.80 10.0.3.15 443 49487
tcp 10.0.3.15 121.17.123.141 38536 443
tcp 121.17.123.141 10.0.3.15 443 38536
tcp 10.0.3.15 154.8.131.171 44915 443
tcp 10.0.3.15 154.8.131.171 44223 443
tcp 154.8.131.171 10.0.3.15 443 44915
tcp 154.8.131.171 10.0.3.15 443 44223
tcp 10.0.3.15 154.8.131.171 50367 443
tcp 154.8.131.171 10.0.3.15 443 50367
tcp 10.0.3.15 140.249.37.248 58454 443
tcp 10.0.3.15 119.29.29.29 57854 80
tcp 119.29.29.29 10.0.3.15 80 57854
tcp 140.249.37.248 10.0.3.15 443 58454
tcp 10.0.3.15 154.8.131.171 33386 443
tcp 154.8.131.171 10.0.3.15 443 33386
tcp 10.0.3.15 154.8.131.171 50422 443
tcp 154.8.131.171 10.0.3.15 443 50422
tcp 10.0.3.15 154.8.131.171 38457 443
tcp 154.8.131.171 10.0.3.15 443 38457
tcp 10.0.3.15 154.8.131.171 55282 443
tcp 10.0.3.15 119.29.29.29 60485 80
tcp 154.8.131.171 10.0.3.15 443 55282
tcp 119.29.29.29 10.0.3.15 80 60485
tcp 10.0.3.15 154.8.131.171 38566 443
tcp 154.8.131.171 10.0.3.15 443 38566
tcp 10.0.3.15 154.8.131.171 45666 443
tcp 154.8.131.171 10.0.3.15 443 45666
tcp 10.0.3.15 154.8.131.171 34520 443
tcp 10.0.3.15 154.8.131.171 51482 443
tcp 10.0.3.15 154.8.131.171 53832 443
tcp 154.8.131.171 10.0.3.15 443 34520
tcp 154.8.131.171 10.0.3.15 443 51482
tcp 154.8.131.171 10.0.3.15 443 53832
tcp 10.0.3.15 154.8.131.171 34052 443
tcp 10.0.3.15 154.8.131.171 37026 443
tcp 10.0.3.15 154.8.131.171 42876 443
tcp 10.0.3.15 154.8.131.171 44886 443
tcp 154.8.131.171 10.0.3.15 443 34052
tcp 154.8.131.171 10.0.3.15 443 37026
tcp 154.8.131.171 10.0.3.15 443 44886
tcp 154.8.131.171 10.0.3.15 443 42876
udp 10.0.3.15 202.113.16.41 58266 53
udp 10.0.3.15 202.113.16.41 39338 53
udp 202.113.16.41 10.0.3.15 53 58266
tcp 10.0.3.15 140.249.37.250 56980 443
udp 202.113.16.41 10.0.3.15 53 39338
tcp 10.0.3.15 140.249.37.250 33261 443
tcp 10.0.3.15 119.29.29.29 56917 80
tcp 119.29.29.29 10.0.3.15 80 56917
tcp 10.0.3.15 140.249.37.250 47757 443
tcp 140.249.37.250 10.0.3.15 443 33261
tcp 140.249.37.250 10.0.3.15 443 56980
tcp 140.249.37.250 10.0.3.15 443 47757
tcp 10.0.3.15 140.249.37.250 45309 443
tcp 140.249.37.250 10.0.3.15 443 45309
tcp 10.0.3.15 111.32.143.149 53800 443
tcp 111.32.143.149 10.0.3.15 443 53800
tcp 10.0.3.15 119.29.29.29 44151 80
tcp 119.29.29.29 10.0.3.15 80 44151
tcp 10.0.3.15 111.32.143.149 52933 443
tcp 10.0.3.15 111.32.143.149 32951 443
tcp 111.32.143.149 10.0.3.15 443 52933
tcp 111.32.143.149 10.0.3.15 443 32951
tcp 10.0.3.15 154.8.131.172 33586 443
tcp 10.0.3.15 154.8.131.172 41998 443
tcp 154.8.131.172 10.0.3.15 443 33586
tcp 154.8.131.172 10.0.3.15 443 41998
tcp 10.0.3.15 154.8.131.171 57035 443
tcp 154.8.131.171 10.0.3.15 443 57035
udp 10.0.3.15 202.113.16.41 15053 53
udp 202.113.16.41 10.0.3.15 53 15053
tcp 10.0.3.15 154.8.131.172 41623 443
tcp 154.8.131.172 10.0.3.15 443 41623
tcp 10.0.3.15 154.8.131.172 53432 443
tcp 154.8.131.172 10.0.3.15 443 53432
udp 10.0.3.15 202.113.16.41 29749 53
udp 202.113.16.41 10.0.3.15 53 29749
tcp 10.0.3.15 121.17.123.141 42067 443
tcp 121.17.123.141 10.0.3.15 443 42067
tcp 10.0.3.15 154.8.131.172 39057 443
tcp 154.8.131.172 10.0.3.15 443 39057
udp 10.0.3.15 202.113.16.41 35536 53
udp 202.113.16.41 10.0.3.15 53 35536
tcp 10.0.3.15 154.8.131.172 37144 443
tcp 10.0.3.15 119.29.29.29 36353 80
tcp 154.8.131.172 10.0.3.15 443 37144
tcp 119.29.29.29 10.0.3.15 80 36353
tcp 10.0.3.15 154.8.131.165 59569 443
tcp 154.8.131.165 10.0.3.15 443 59569
tcp 10.0.3.15 154.8.131.165 60245 443
tcp 154.8.131.165 10.0.3.15 443 60245
tcp 10.0.3.15 154.8.131.165 59894 443
tcp 154.8.131.165 10.0.3.15 443 59894
tcp 10.0.3.15 154.8.131.165 37302 443
tcp 10.0.3.15 154.8.131.165 60055 443
tcp 10.0.3.15 154.8.131.165 39771 443
tcp 10.0.3.15 154.8.131.165 49210 443
tcp 154.8.131.165 10.0.3.15 443 37302
tcp 154.8.131.165 10.0.3.15 443 60055
tcp 154.8.131.165 10.0.3.15 443 39771
tcp 10.0.3.15 154.8.131.165 59709 443
tcp 154.8.131.165 10.0.3.15 443 49210
tcp 10.0.3.15 154.8.131.165 46195 443
tcp 10.0.3.15 154.8.131.165 34092 443
tcp 154.8.131.165 10.0.3.15 443 59709
tcp 154.8.131.165 10.0.3.15 443 46195
tcp 154.8.131.165 10.0.3.15 443 34092
tcp 10.0.3.15 140.249.37.250 59700 443
tcp 10.0.3.15 140.249.37.250 58478 443
tcp 10.0.3.15 119.29.29.29 56070 80
tcp 10.0.3.15 140.249.37.250 38979 443
tcp 119.29.29.29 10.0.3.15 80 56070
tcp 140.249.37.250 10.0.3.15 443 59700
tcp 140.249.37.250 10.0.3.15 443 58478
tcp 140.249.37.250 10.0.3.15 443 38979
tcp 10.0.3.15 140.249.37.250 33531 443
tcp 140.249.37.250 10.0.3.15 443 33531
tcp 10.0.3.15 111.32.143.148 47743 443
tcp 10.0.3.15 119.29.29.29 58871 80
tcp 111.32.143.148 10.0.3.15 443 47743
tcp 119.29.29.29 10.0.3.15 80 58871
tcp 10.0.3.15 111.32.143.148 56421 443
tcp 111.32.143.148 10.0.3.15 443 56421
tcp 10.0.3.15 154.8.131.172 47413 443
tcp 154.8.131.172 10.0.3.15 443 47413
tcp 10.0.3.15 154.8.131.165 36746 443
tcp 10.0.3.15 154.8.131.165 48912 443
tcp 154.8.131.165 10.0.3.15 443 36746
tcp 154.8.131.165 10.0.3.15 443 48912
tcp 10.0.3.15 154.8.131.172 41598 443
tcp 154.8.131.172 10.0.3.15 443 41598
tcp 10.0.3.15 154.8.131.165 48977 443
tcp 154.8.131.165 10.0.3.15 443 48977
tcp 10.0.3.15 154.8.131.172 41738 443
tcp 154.8.131.172 10.0.3.15 443 41738
tcp 10.0.3.15 154.8.131.172 54082 443
tcp 154.8.131.172 10.0.3.15 443 54082
udp 10.0.3.15 202.113.16.41 32602 53
udp 202.113.16.41 10.0.3.15 53 32602
tcp 10.0.3.15 111.32.143.149 33361 443
tcp 10.0.3.15 119.29.29.29 37527 80
tcp 111.32.143.149 10.0.3.15 443 33361
tcp 119.29.29.29 10.0.3.15 80 37527
tcp 10.0.3.15 154.8.131.165 33132 443
tcp 154.8.131.165 10.0.3.15 443 33132
tcp 10.0.3.15 154.8.131.165 43573 443
tcp 154.8.131.165 10.0.3.15 443 43573
tcp 10.0.3.15 121.17.123.141 34857 443
tcp 121.17.123.141 10.0.3.15 443 34857
tcp 10.0.3.15 154.8.131.172 43929 443
tcp 154.8.131.172 10.0.3.15 443 43929
tcp 10.0.3.15 154.8.131.165 52718 443
tcp 154.8.131.165 10.0.3.15 443 52718
tcp 10.0.3.15 121.17.123.141 38279 443
tcp 121.17.123.141 10.0.3.15 443 38279
tcp 10.0.3.15 154.8.131.165 37738 443
tcp 154.8.131.165 10.0.3.15 443 37738
tcp 10.0.3.15 140.249.37.250 45367 443
tcp 10.0.3.15 119.29.29.29 50338 80
tcp 119.29.29.29 10.0.3.15 80 50338
tcp 140.249.37.250 10.0.3.15 443 45367
tcp 10.0.3.15 121.17.123.141 36859 443
tcp 121.17.123.141 10.0.3.15 443 36859
tcp 10.0.3.15 154.8.131.172 57875 443
tcp 154.8.131.172 10.0.3.15 443 57875
tcp 10.0.3.15 154.8.131.172 49439 443
tcp 154.8.131.172 10.0.3.15 443 49439
udp 10.0.3.15 202.113.16.41 45431 53
udp 10.0.3.15 202.113.16.41 50114 53
udp 202.113.16.41 10.0.3.15 53 50114
udp 202.113.16.41 10.0.3.15 53 45431
tcp 10.0.3.15 123.246.194.114 55508 443
tcp 10.0.3.15 219.144.98.202 33456 443
tcp 10.0.3.15 119.29.29.29 49228 80
tcp 119.29.29.29 10.0.3.15 80 49228
tcp 123.246.194.114 10.0.3.15 443 55508
tcp 219.144.98.202 10.0.3.15 443 33456
tcp 10.0.3.15 154.8.131.172 33011 443
tcp 10.0.3.15 119.29.29.29 37096 80
tcp 154.8.131.172 10.0.3.15 443 33011
tcp 119.29.29.29 10.0.3.15 80 37096
tcp 10.0.3.15 123.6.35.189 37873 443
tcp 123.6.35.189 10.0.3.15 443 37873
tcp 10.0.3.15 154.8.131.172 32878 443
tcp 154.8.131.172 10.0.3.15 443 32878
tcp 10.0.3.15 154.8.131.172 59089 443
tcp 154.8.131.172 10.0.3.15 443 59089
tcp 10.0.3.15 154.8.131.172 54643 443
tcp 154.8.131.172 10.0.3.15 443 54643
tcp 10.0.3.15 123.6.35.189 33887 443
tcp 10.0.3.15 121.17.123.141 53546 443
tcp 121.17.123.141 10.0.3.15 443 53546
tcp 123.6.35.189 10.0.3.15 443 33887
udp 10.0.3.15 202.113.16.41 42450 53
udp 202.113.16.41 10.0.3.15 53 42450
tcp 10.0.3.15 154.8.131.165 44260 443
tcp 154.8.131.165 10.0.3.15 443 44260
udp 10.0.3.15 202.113.16.41 34198 53
udp 202.113.16.41 10.0.3.15 53 34198
tcp 10.0.3.15 154.8.131.165 36484 443
tcp 10.0.3.15 119.29.29.29 43882 80
tcp 119.29.29.29 10.0.3.15 80 43882
tcp 154.8.131.165 10.0.3.15 443 36484
tcp 10.0.3.15 219.144.98.202 59594 443
tcp 10.0.3.15 119.29.29.29 36933 80
tcp 119.29.29.29 10.0.3.15 80 36933
tcp 219.144.98.202 10.0.3.15 443 59594
tcp 10.0.3.15 154.8.131.171 53957 443
tcp 154.8.131.171 10.0.3.15 443 53957
tcp 10.0.3.15 154.8.131.171 34040 443
tcp 154.8.131.171 10.0.3.15 443 34040
tcp 10.0.3.15 154.8.131.171 46873 443
tcp 154.8.131.171 10.0.3.15 443 46873
tcp 10.0.3.15 154.8.131.165 48591 443
tcp 154.8.131.165 10.0.3.15 443 48591
udp 10.0.3.15 202.113.16.41 62076 53
udp 10.0.3.15 202.113.16.41 10340 53
udp 202.113.16.41 10.0.3.15 53 62076
udp 202.113.16.41 10.0.3.15 53 10340
tcp 10.0.3.15 121.17.123.141 44048 443
tcp 10.0.3.15 121.17.123.141 58920 443
tcp 121.17.123.141 10.0.3.15 443 58920
tcp 121.17.123.141 10.0.3.15 443 44048
tcp 10.0.3.15 139.209.203.190 48078 443
tcp 139.209.203.190 10.0.3.15 443 48078
tcp 10.0.3.15 219.144.98.202 33714 443
tcp 10.0.3.15 119.29.29.29 49627 80
tcp 119.29.29.29 10.0.3.15 80 49627
tcp 219.144.98.202 10.0.3.15 443 33714
tcp 10.0.3.15 111.32.143.148 58874 443
tcp 10.0.3.15 119.29.29.29 39180 80
tcp 111.32.143.148 10.0.3.15 443 58874
tcp 119.29.29.29 10.0.3.15 80 39180
tcp 10.0.3.15 154.8.131.165 37496 443
tcp 154.8.131.165 10.0.3.15 443 37496
tcp 10.0.3.15 154.8.131.165 54098 443
tcp 10.0.3.15 119.29.29.29 48518 80
tcp 154.8.131.165 10.0.3.15 443 54098
tcp 119.29.29.29 10.0.3.15 80 48518
tcp 10.0.3.15 219.144.98.202 45947 443
tcp 10.0.3.15 119.29.29.29 49590 80
tcp 119.29.29.29 10.0.3.15 80 49590
tcp 219.144.98.202 10.0.3.15 443 45947
tcp 10.0.3.15 154.8.131.165 35599 443
tcp 154.8.131.165 10.0.3.15 443 35599
tcp 10.0.3.15 154.8.131.165 42976 443
tcp 154.8.131.165 10.0.3.15 443 42976
tcp 10.0.3.15 154.8.131.165 43889 443
tcp 154.8.131.165 10.0.3.15 443 43889
tcp 10.0.3.15 221.194.146.242 34072 443
tcp 10.0.3.15 221.194.146.242 36866 443
tcp 221.194.146.242 10.0.3.15 443 34072
tcp 221.194.146.242 10.0.3.15 443 36866
tcp 10.0.3.15 154.8.131.165 45407 443
tcp 154.8.131.165 10.0.3.15 443 45407
tcp 10.0.3.15 154.8.131.165 33957 443
tcp 154.8.131.165 10.0.3.15 443 33957
tcp 10.0.3.15 154.8.131.165 39393 443
tcp 10.0.3.15 154.8.131.165 49759 443
tcp 10.0.3.15 154.8.131.165 54312 443
tcp 10.0.3.15 154.8.131.165 51872 443
tcp 10.0.3.15 154.8.131.165 56382 443
tcp 154.8.131.165 10.0.3.15 443 39393
tcp 154.8.131.165 10.0.3.15 443 49759
tcp 154.8.131.165 10.0.3.15 443 51872
tcp 154.8.131.165 10.0.3.15 443 56382
tcp 154.8.131.165 10.0.3.15 443 54312
tcp 10.0.3.15 154.8.131.165 58461 443
tcp 154.8.131.165 10.0.3.15 443 58461
tcp 10.0.3.15 154.8.131.165 54259 443
tcp 154.8.131.165 10.0.3.15 443 54259
tcp 10.0.3.15 154.8.131.165 36583 443
tcp 154.8.131.165 10.0.3.15 443 36583
tcp 10.0.3.15 219.144.98.202 52955 443
tcp 10.0.3.15 119.29.29.29 41533 80
tcp 119.29.29.29 10.0.3.15 80 41533
tcp 219.144.98.202 10.0.3.15 443 52955
udp 10.0.3.15 202.113.16.41 35389 53
udp 202.113.16.41 10.0.3.15 53 35389
tcp 10.0.3.15 111.32.143.149 35764 443
tcp 10.0.3.15 219.144.98.202 53538 443
tcp 111.32.143.149 10.0.3.15 443 35764
tcp 10.0.3.15 119.29.29.29 58275 80
tcp 119.29.29.29 10.0.3.15 80 58275
tcp 10.0.3.15 116.136.134.79 48820 443
tcp 219.144.98.202 10.0.3.15 443 53538
tcp 116.136.134.79 10.0.3.15 443 48820
tcp 10.0.3.15 116.136.134.79 52108 443
tcp 116.136.134.79 10.0.3.15 443 52108
tcp 10.0.3.15 111.32.143.149 59767 443
tcp 111.32.143.149 10.0.3.15 443 59767
tcp 10.0.3.15 121.17.123.141 37624 443
tcp 10.0.3.15 121.17.123.141 49303 443
tcp 121.17.123.141 10.0.3.15 443 37624
tcp 121.17.123.141 10.0.3.15 443 49303
tcp 10.0.3.15 154.8.131.165 35293 443
tcp 154.8.131.165 10.0.3.15 443 35293
tcp 10.0.3.15 154.8.131.165 39305 443
tcp 154.8.131.165 10.0.3.15 443 39305
tcp 10.0.3.15 154.8.131.165 43763 443
tcp 154.8.131.165 10.0.3.15 443 43763
tcp 10.0.3.15 121.17.123.141 42481 443
tcp 121.17.123.141 10.0.3.15 443 42481
tcp 10.0.3.15 116.136.134.79 39532 443
tcp 10.0.3.15 121.17.123.141 59731 443
tcp 121.17.123.141 10.0.3.15 443 59731
tcp 116.136.134.79 10.0.3.15 443 39532
tcp 10.0.3.15 116.136.134.79 60617 443
tcp 116.136.134.79 10.0.3.15 443 60617
tcp 10.0.3.15 116.136.134.79 53589 443
tcp 116.136.134.79 10.0.3.15 443 53589
tcp 10.0.3.15 154.8.131.165 33002 443
tcp 10.0.3.15 154.8.131.165 38877 443
tcp 154.8.131.165 10.0.3.15 443 38877
tcp 154.8.131.165 10.0.3.15 443 33002
tcp 10.0.3.15 116.136.134.79 34036 443
tcp 10.0.3.15 116.136.134.79 51287 443
tcp 116.136.134.79 10.0.3.15 443 51287
tcp 116.136.134.79 10.0.3.15 443 34036
tcp 10.0.3.15 121.17.123.141 60027 443
tcp 121.17.123.141 10.0.3.15 443 60027
tcp 10.0.3.15 121.17.123.141 33099 443
tcp 121.17.123.141 10.0.3.15 443 33099
tcp 10.0.3.15 154.8.131.165 45622 443
tcp 154.8.131.165 10.0.3.15 443 45622
tcp 10.0.3.15 154.8.131.165 32972 443
tcp 154.8.131.165 10.0.3.15 443 32972
tcp 10.0.3.15 116.136.134.79 41386 443
tcp 116.136.134.79 10.0.3.15 443 41386
tcp 10.0.3.15 111.32.143.149 58923 443
tcp 10.0.3.15 119.29.29.29 56594 80
tcp 111.32.143.149 10.0.3.15 443 58923
tcp 119.29.29.29 10.0.3.15 80 56594
tcp 10.0.3.15 154.8.131.165 52169 443
tcp 154.8.131.165 10.0.3.15 443 52169
tcp 10.0.3.15 154.8.131.165 49481 443
tcp 10.0.3.15 154.8.131.165 37238 443
tcp 154.8.131.165 10.0.3.15 443 49481
tcp 154.8.131.165 10.0.3.15 443 37238
tcp 10.0.3.15 219.144.98.202 35221 443
tcp 10.0.3.15 119.29.29.29 46953 80
tcp 119.29.29.29 10.0.3.15 80 46953
tcp 219.144.98.202 10.0.3.15 443 35221
tcp 10.0.3.15 154.8.131.165 40182 443
tcp 154.8.131.165 10.0.3.15 443 40182
tcp 10.0.3.15 154.8.131.165 41567 443
tcp 154.8.131.165 10.0.3.15 443 41567
tcp 10.0.3.15 154.8.131.165 39145 443
tcp 154.8.131.165 10.0.3.15 443 39145
tcp 10.0.3.15 154.8.131.165 40578 443
tcp 10.0.3.15 154.8.131.165 42959 443
tcp 154.8.131.165 10.0.3.15 443 42959
tcp 154.8.131.165 10.0.3.15 443 40578
tcp 10.0.3.15 154.8.131.165 58920 443
tcp 10.0.3.15 154.8.131.165 51111 443
tcp 10.0.3.15 154.8.131.165 47635 443
tcp 10.0.3.15 154.8.131.165 50897 443
tcp 154.8.131.165 10.0.3.15 443 58920
tcp 154.8.131.165 10.0.3.15 443 47635
tcp 154.8.131.165 10.0.3.15 443 51111
tcp 154.8.131.165 10.0.3.15 443 50897
tcp 10.0.3.15 154.8.131.165 59771 443
tcp 10.0.3.15 154.8.131.165 44467 443
tcp 154.8.131.165 10.0.3.15 443 59771
tcp 154.8.131.165 10.0.3.15 443 44467
tcp 10.0.3.15 219.144.98.202 49967 443
tcp 10.0.3.15 119.29.29.29 44958 80
tcp 119.29.29.29 10.0.3.15 80 44958
tcp 219.144.98.202 10.0.3.15 443 49967
tcp 10.0.3.15 139.209.203.190 60694 443
tcp 10.0.3.15 139.209.203.190 46346 443
tcp 10.0.3.15 121.17.123.141 56154 443
tcp 139.209.203.190 10.0.3.15 443 60694
tcp 121.17.123.141 10.0.3.15 443 56154
tcp 139.209.203.190 10.0.3.15 443 46346
tcp 10.0.3.15 121.17.123.141 40664 443
tcp 121.17.123.141 10.0.3.15 443 40664
tcp 10.0.3.15 139.209.203.190 57947 443
tcp 10.0.3.15 139.209.203.190 40178 443
tcp 10.0.3.15 139.209.203.190 36642 443
tcp 139.209.203.190 10.0.3.15 443 57947
tcp 139.209.203.190 10.0.3.15 443 40178
tcp 139.209.203.190 10.0.3.15 443 36642
tcp 10.0.3.15 154.8.131.165 59233 443
tcp 10.0.3.15 154.8.131.165 60682 443
tcp 154.8.131.165 10.0.3.15 443 59233
tcp 154.8.131.165 10.0.3.15 443 60682
tcp 10.0.3.15 154.8.131.165 42052 443
tcp 154.8.131.165 10.0.3.15 443 42052
tcp 10.0.3.15 121.17.123.141 57456 443
tcp 121.17.123.141 10.0.3.15 443 57456
tcp 10.0.3.15 139.209.203.190 54817 443
tcp 10.0.3.15 139.209.203.190 56974 443
tcp 10.0.3.15 139.209.203.190 37708 443
tcp 139.209.203.190 10.0.3.15 443 56974
tcp 139.209.203.190 10.0.3.15 443 37708
tcp 139.209.203.190 10.0.3.15 443 54817
tcp 10.0.3.15 154.8.131.165 33880 443
tcp 154.8.131.165 10.0.3.15 443 33880
tcp 10.0.3.15 154.8.131.165 34517 443
tcp 154.8.131.165 10.0.3.15 443 34517
tcp 10.0.3.15 154.8.131.165 45987 443
tcp 154.8.131.165 10.0.3.15 443 45987
tcp 10.0.3.15 121.17.123.141 36910 443
tcp 121.17.123.141 10.0.3.15 443 36910
udp 10.0.3.15 202.113.16.41 45857 53
udp 202.113.16.41 10.0.3.15 53 45857
tcp 10.0.3.15 123.246.194.113 38795 443
tcp 10.0.3.15 119.29.29.29 33395 80
tcp 119.29.29.29 10.0.3.15 80 33395
tcp 123.246.194.113 10.0.3.15 443 38795
udp 10.0.3.15 202.113.16.41 22207 53
udp 202.113.16.41 10.0.3.15 53 22207
tcp 10.0.3.15 154.8.131.171 33470 443
tcp 154.8.131.171 10.0.3.15 443 33470
tcp 10.0.3.15 154.8.131.171 48218 443
tcp 154.8.131.171 10.0.3.15 443 48218
udp 10.0.3.15 202.113.16.41 8161 53
udp 202.113.16.41 10.0.3.15 53 8161
tcp 10.0.3.15 154.8.131.172 36731 443
tcp 154.8.131.172 10.0.3.15 443 36731
tcp 10.0.3.15 119.29.29.29 36144 80
tcp 119.29.29.29 10.0.3.15 80 36144
udp 10.0.3.15 202.113.16.41 41416 53
udp 202.113.16.41 10.0.3.15 53 41416
tcp 10.0.3.15 121.17.123.141 33044 443
tcp 121.17.123.141 10.0.3.15 443 33044
tcp 10.0.3.15 154.8.131.171 53529 443
tcp 154.8.131.171 10.0.3.15 443 53529
tcp 10.0.3.15 123.246.194.113 54743 443
tcp 10.0.3.15 119.29.29.29 37524 80
tcp 119.29.29.29 10.0.3.15 80 37524
tcp 123.246.194.113 10.0.3.15 443 54743
tcp 10.0.3.15 154.8.131.172 41079 443
tcp 154.8.131.172 10.0.3.15 443 41079
tcp 10.0.3.15 154.8.131.172 59452 443
tcp 154.8.131.172 10.0.3.15 443 59452
tcp 10.0.3.15 154.8.131.172 60358 443
tcp 154.8.131.172 10.0.3.15 443 60358
tcp 10.0.3.15 154.8.131.172 33048 443
tcp 154.8.131.172 10.0.3.15 443 33048
tcp 10.0.3.15 154.8.131.172 36784 443
tcp 10.0.3.15 154.8.131.172 57524 443
tcp 154.8.131.172 10.0.3.15 443 36784
tcp 154.8.131.172 10.0.3.15 443 57524
tcp 10.0.3.15 154.8.131.172 58241 443
tcp 10.0.3.15 154.8.131.172 39494 443
tcp 10.0.3.15 154.8.131.172 42627 443
tcp 10.0.3.15 154.8.131.172 54538 443
tcp 10.0.3.15 154.8.131.172 53203 443
tcp 154.8.131.172 10.0.3.15 443 58241
tcp 154.8.131.172 10.0.3.15 443 39494
tcp 154.8.131.172 10.0.3.15 443 42627
tcp 154.8.131.172 10.0.3.15 443 54538
tcp 10.0.3.15 154.8.131.172 47479 443
tcp 154.8.131.172 10.0.3.15 443 53203
tcp 154.8.131.172 10.0.3.15 443 47479
tcp 10.0.3.15 121.17.123.141 60315 443
tcp 121.17.123.141 10.0.3.15 443 60315
tcp 10.0.3.15 27.221.93.97 51571 443
tcp 10.0.3.15 121.17.123.141 39749 443
tcp 27.221.93.97 10.0.3.15 443 51571
tcp 10.0.3.15 27.221.93.97 56939 443
tcp 121.17.123.141 10.0.3.15 443 39749
tcp 27.221.93.97 10.0.3.15 443 56939
tcp 10.0.3.15 27.221.93.97 56232 443
tcp 27.221.93.97 10.0.3.15 443 56232
tcp 10.0.3.15 27.221.93.97 49816 443
tcp 27.221.93.97 10.0.3.15 443 49816
tcp 10.0.3.15 121.17.123.141 35517 443
tcp 121.17.123.141 10.0.3.15 443 35517
tcp 10.0.3.15 154.8.131.172 45206 443
tcp 154.8.131.172 10.0.3.15 443 45206
tcp 10.0.3.15 27.221.93.97 52145 443
tcp 27.221.93.97 10.0.3.15 443 52145
tcp 10.0.3.15 154.8.131.171 43338 443
tcp 154.8.131.171 10.0.3.15 443 43338
tcp 10.0.3.15 154.8.131.171 47757 443
tcp 154.8.131.171 10.0.3.15 443 47757
udp 10.0.3.15 202.113.16.41 53036 53
udp 202.113.16.41 10.0.3.15 53 53036
tcp 10.0.3.15 119.29.29.29 44586 80
tcp 10.0.3.15 111.32.143.149 53621 443
tcp 119.29.29.29 10.0.3.15 80 44586
tcp 111.32.143.149 10.0.3.15 443 53621
tcp 10.0.3.15 154.8.131.172 42400 443
tcp 10.0.3.15 119.29.29.29 58199 80
tcp 119.29.29.29 10.0.3.15 80 58199
tcp 154.8.131.172 10.0.3.15 443 42400
tcp 10.0.3.15 123.246.194.113 38895 443
tcp 10.0.3.15 119.29.29.29 41391 80
tcp 119.29.29.29 10.0.3.15 80 41391
tcp 123.246.194.113 10.0.3.15 443 38895
tcp 10.0.3.15 154.8.131.171 41243 443
tcp 154.8.131.171 10.0.3.15 443 41243
tcp 10.0.3.15 154.8.131.165 33215 443
tcp 154.8.131.165 10.0.3.15 443 33215
tcp 10.0.3.15 154.8.131.165 58044 443
tcp 154.8.131.165 10.0.3.15 443 58044
tcp 10.0.3.15 154.8.131.165 42104 443
tcp 154.8.131.165 10.0.3.15 443 42104
tcp 10.0.3.15 154.8.131.165 55649 443
tcp 10.0.3.15 154.8.131.165 57291 443
tcp 10.0.3.15 154.8.131.165 46487 443
tcp 10.0.3.15 154.8.131.165 51468 443
tcp 10.0.3.15 154.8.131.165 54376 443
tcp 10.0.3.15 154.8.131.165 34084 443
tcp 154.8.131.165 10.0.3.15 443 46487
tcp 154.8.131.165 10.0.3.15 443 55649
tcp 154.8.131.165 10.0.3.15 443 54376
tcp 154.8.131.165 10.0.3.15 443 51468
tcp 154.8.131.165 10.0.3.15 443 57291
tcp 154.8.131.165 10.0.3.15 443 34084
tcp 10.0.3.15 154.8.131.165 48931 443
tcp 154.8.131.165 10.0.3.15 443 48931
tcp 10.0.3.15 154.8.131.165 52133 443
tcp 154.8.131.165 10.0.3.15 443 52133
tcp 10.0.3.15 121.17.123.141 37612 443
tcp 10.0.3.15 119.188.218.230 58258 443
tcp 10.0.3.15 119.188.218.230 46242 443
tcp 119.188.218.230 10.0.3.15 443 58258
tcp 121.17.123.141 10.0.3.15 443 37612
tcp 119.188.218.230 10.0.3.15 443 46242
udp 10.0.3.15 202.113.16.41 55210 53
udp 202.113.16.41 10.0.3.15 53 55210
tcp 10.0.3.15 150.138.121.101 54875 443
tcp 10.0.3.15 119.29.29.29 43811 80
tcp 119.29.29.29 10.0.3.15 80 43811
tcp 150.138.121.101 10.0.3.15 443 54875
tcp 10.0.3.15 121.17.123.141 36107 443
tcp 121.17.123.141 10.0.3.15 443 36107
tcp 10.0.3.15 121.17.123.141 46261 443
tcp 121.17.123.141 10.0.3.15 443 46261
tcp 10.0.3.15 119.188.218.230 40633 443
tcp 10.0.3.15 119.188.218.230 58274 443
tcp 119.188.218.230 10.0.3.15 443 40633
tcp 119.188.218.230 10.0.3.15 443 58274
tcp 10.0.3.15 111.32.143.149 36381 443
tcp 10.0.3.15 119.29.29.29 44075 80
tcp 111.32.143.149 10.0.3.15 443 36381
tcp 119.29.29.29 10.0.3.15 80 44075
tcp 10.0.3.15 154.8.131.171 38908 443
tcp 154.8.131.171 10.0.3.15 443 38908
tcp 10.0.3.15 154.8.131.171 36261 443
tcp 154.8.131.171 10.0.3.15 443 36261
tcp 10.0.3.15 154.8.131.171 35081 443
tcp 154.8.131.171 10.0.3.15 443 35081
tcp 10.0.3.15 154.8.131.171 58946 443
tcp 154.8.131.171 10.0.3.15 443 58946
tcp 10.0.3.15 111.32.143.149 54505 443
tcp 111.32.143.149 10.0.3.15 443 54505
